forecast_day,time_of_1h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,24h,25h,26h,27h,28h,29h,30h,31h,32h,33h,34h,35h,36h,37h,38h,39h,40h,41h,42h,43h,44h,45h,46h,47h,48h,49h,50h,51h,52h,53h,54h,55h,56h,57h,58h,59h,60h,61h,62h,63h,64h,65h,66h,67h,68h,69h,70h,71h,72h,73h,74h,75h,76h,77h,78h,79h,80h,81h,82h,83h,84h,85h,86h,87h,88h,89h,90h,91h,92h,93h,94h,95h,96h,97h,98h,99h,100h,101h,102h,103h,104h,105h,106h,107h,108h,109h,110h,111h,112h,113h,114h,115h,116h,117h,118h,119h,120h,121h,122h,123h,124h,125h,126h,127h,128h,129h,130h,131h,132h,133h,134h,135h,136h,137h,138h,139h,140h,141h,142h,143h,144h,145h,146h,147h,148h,149h,150h,151h,152h,153h,154h,155h,156h,157h,158h,159h,160h,161h,162h,163h,164h
2025-10-30,2025-10-30 05:00:00+00:00,28778,28447,28313,28299,28831,30004,31987,33521,33560,33279,32942,32438,31964,31658,31273,31004,31049,31201,31635,32028,31901,31355,30405,29430,28521,28175,28083,28168,28638,29708,31677,33161,33263,32893,32485,32062,31587,31300,30952,30811,30852,30839,31025,31168,30951,30466,29719,28881,28035,27558,27327,27299,27474,27944,28816,29801,30540,31009,31132,31007,30684,30313,30035,29866,29913,30170,30585,30895,30729,30394,29744,28971,28378,27947,28227,27898,27916,28052,28488,29231,30098,30583,30647,30377,30100,29820,29620,29420,29485,29795,30234,30690,30895,30478,29890,29093,28146,27490,27158,27060,27228,27771,28985,30957,32328,32460,32247,32016,31708,31402,31248,31062,31044,31187,31396,31650,31610,31069,30371,29526,28448,27678,27287,27105,27151,27619,28672,30568,31785,31918,31729,31575,31405,31287,31358,31367,31396,31503,31619,31781,31621,30974,30181,29236,28108,26580,26146,25932,25964,26380,27394,29268,30515,30736,30708,30706,30659,30645,30741,30799,30869,30935,31015,31125,30964
2025-10-31,2025-10-31 05:00:00+00:00,28512,28191,28100,28188,28690,29852,31743,33134,33421,32975,32436,31880,31429,31151,30817,30662,30726,30773,30965,31201,30965,30438,29624,28713,28064,27629,27363,27328,27499,27967,28870,29819,30532,30955,31021,30851,30541,30210,29955,29798,29885,30157,30588,30891,30759,30361,29700,28899,28538,28571,28447,28056,28068,28279,28724,29496,30241,30704,30726,30397,30070,29750,29538,29358,29455,29753,30231,30638,30810,30363,29732,28936,27964,27460,27154,27023,27130,27695,28889,30777,32073,32198,32013,31795,31532,31308,31278,31202,31220,31306,31497,31707,31597,30963,30202,29327,28241,27611,27256,27051,27044,27500,28594,30411,31552,31678,31569,31477,31380,31401,31592,31726,31806,31878,31927,31982,31737,30995,30119,29139,27935,27227,26809,26552,26535,26973,28022,29802,30953,31155,31203,31258,31304,31378,31573,31700,31775,31839,31872,31900,31683,30980,30099,29144,27997,26568,26168,25903,25878,26295,27332,29128,30290,30512,30533,30579,30592,30654,30852,30994,31060,31082,31103,31176,30931
2025-11-01,2025-11-01 05:00:00+00:00,27635,27161,26930,26917,27127,27566,28396,29403,30121,30507,30559,30419,30133,29834,29589,29640,29733,30012,30415,30713,30601,30235,29585,28756,28050,28168,27686,27848,27676,27904,28337,29067,29808,30222,30261,29972,29696,29459,29269,29125,29258,29586,29997,30339,30511,30063,29483,28745,27818,27203,26857,26798,26945,27511,28692,30609,31809,31921,31757,31527,31259,31089,30980,30873,30934,31038,31241,31429,31311,30675,29979,29182,28078,27280,26882,26710,26747,27170,28255,29980,31046,31195,31134,31098,31065,31128,31345,31551,31722,31773,31793,31786,31494,30734,29956,29081,27814,26973,26503,26313,26301,26695,27731,29435,30549,30799,30908,31027,31133,31265,31467,31669,31767,31759,31766,31745,31500,30787,30010,29160,27987,27121,26702,26493,26511,26902,27884,29619,30727,30978,31054,31132,31156,31231,31400,31576,31668,31685,31707,31731,31515,30777,29977,29139,27885,26252,25779,25562,25533,25854,26778,28326,29466,29843,30091,30237,30320,30388,30463,30494,30560,30460,30355,30184,29847
2025-11-02,2025-11-02 05:00:00+00:00,28173,28114,28007,27763,27809,28028,28475,29144,29858,30375,30435,30165,29903,29676,29464,29284,29397,29706,30064,30412,30579,30260,29725,28984,28067,27329,27018,26924,27080,27617,28861,30814,32115,32238,32058,31779,31482,31226,31096,30978,30991,31102,31227,31389,31347,30783,30091,29231,28155,27349,26954,26759,26797,27243,28298,30105,31243,31384,31337,31291,31251,31298,31474,31641,31780,31866,31856,31831,31596,30885,30095,29167,27963,27045,26606,26387,26392,26808,27829,29608,30788,31028,31099,31146,31190,31265,31451,31593,31711,31780,31761,31745,31567,30902,30114,29198,28089,27154,26728,26483,26485,26864,27847,29576,30727,30979,31056,31157,31224,31384,31644,31871,32071,32150,32114,32091,31835,31105,30262,29299,28074,27135,26658,26369,26327,26665,27582,29227,30390,30735,30932,31099,31204,31324,31460,31558,31608,31554,31361,31104,30690,30069,29477,28781,27821,26223,25687,25381,25267,25330,25646,26367,27108,27814,28373,28771,29009,29151,29246,29394,29523,29618,29637,29570,29274,28768
2025-11-03,2025-11-03 06:00:00+00:00,27628,27311,27206,27430,28031,29289,31193,32318,32332,32074,31809,31616,31437,31389,31344,31331,31470,31665,31812,31676,31047,30330,29513,28441,27496,27080,26918,26947,27404,28473,30222,31276,31364,31272,31258,31338,31484,31740,31952,31983,32029,31999,31944,31631,30860,30078,29219,28072,27134,26677,26474,26472,26897,27918,29660,30796,31011,31109,31187,31315,31474,31678,31850,31874,31900,31896,31842,31571,30864,30124,29290,28218,27254,26804,26577,26552,26936,27903,29589,30708,30946,31041,31213,31454,31753,32149,32518,32588,32546,32406,32248,31841,31043,30243,29371,28220,27246,26730,26475,26411,26718,27637,29215,30371,30703,30963,31181,31368,31524,31668,31739,31647,31514,31294,31027,30607,29982,29476,28849,28011,27150,26653,26369,26270,26319,26651,27323,28031,28677,29159,29410,29627,29700,29843,29988,30069,30223,30294,30198,29891,29288,28831,28294,27533,26113,25705,25472,25447,25574,25918,26512,27205,27966,28497,28706,28839,28918,28906,28890,29046,29470,29981,30326,30423,29952
2025-11-04,2025-11-04 06:00:00+00:00,27505,27136,26974,27025,27492,28651,30478,31386,31388,31251,31226,31218,31347,31608,31763,31875,31976,32073,32158,32056,31409,30481,29258,28147,26968,26566,26374,26423,26850,27920,29788,30779,30943,31024,31110,31144,31248,31416,31488,31524,31641,31797,31945,31781,31191,30297,29204,28244,27226,26801,26575,26581,26992,28049,29821,30835,31016,31129,31307,31409,31639,31969,32188,32347,32458,32496,32427,32200,31551,30586,29390,28226,27159,26652,26367,26308,26624,27576,29237,30282,30638,30915,31231,31413,31578,31716,31714,31650,31639,31597,31364,31016,30355,29659,28844,28045,27046,26633,26381,26296,26422,26836,27604,28124,28733,29181,29478,29646,29735,29791,29837,29929,30124,30427,30523,30318,29677,29014,28299,27616,26727,26430,26247,26294,26512,26910,27668,28252,29040,29622,29837,29858,29901,29791,29646,29658,29902,30574,31084,31422,31154,30689,29893,29052,27761,27554,27574,27840,28541,29982,32098,33287,33369,33190,32848,32332,31870,31546,31158,30890,30955,31386,31939,32168
2025-11-05,2025-11-05 06:00:00+00:00,27039,26625,26482,26580,27028,28127,29966,30983,31133,31190,31257,31309,31404,31527,31515,31533,31708,31897,32082,31750,31191,30421,29373,28312,27256,26879,26707,26779,27224,28333,30112,31058,31151,31140,31222,31256,31424,31638,31776,31914,32138,32300,32373,31970,31327,30430,29315,28142,27107,26626,26388,26329,26669,27642,29286,30300,30571,30870,31153,31364,31595,31744,31791,31777,31815,31723,31477,30978,30343,29646,28824,27957,27066,26632,26428,26384,26469,26886,27622,28140,28794,29312,29584,29740,29837,29877,29865,29894,30088,30446,30682,30256,29732,29193,28570,27825,27081,26844,26727,26837,27014,27454,28237,28874,29706,30328,30591,30649,30730,30574,30375,30403,30786,31610,32254,32361,32198,31691,30917,29963,29342,29197,29277,29604,30322,31732,33892,35027,35095,34959,34592,34039,33583,33163,32624,32311,32456,33047,33736,33811,33527,32726,31834,30887,29431,29005,28813,28794,29152,30081,31652,32316,32173,31884,31430,30889,30610,30344,30031,29893,30050,30525,31173,31096
2025-11-06,2025-11-06 06:00:00+00:00,27668,27307,27103,27180,27620,28760,30625,31432,31552,31434,31447,31419,31527,31710,31859,31949,32110,32258,32357,31988,31392,30526,29331,28221,27190,26752,26520,26530,26892,27920,29712,30687,30867,30955,31132,31212,31331,31446,31520,31495,31514,31532,31416,30891,30317,29672,28861,27999,27163,26725,26489,26416,26534,26981,27764,28382,28953,29439,29769,29904,29958,29949,29969,30044,30248,30623,30804,30536,30107,29545,28875,28118,27483,27290,27184,27290,27602,28113,29026,29676,30546,31225,31528,31613,31654,31496,31349,31382,31699,32565,33222,33396,33321,32897,31970,31035,30666,30512,30577,30949,31721,33348,35581,36680,36636,36264,35746,34970,34293,33687,33068,32707,32818,33565,34347,34503,34284,33529,32488,31566,30818,30412,30209,30224,30594,31602,33229,33816,33594,33121,32581,31933,31513,31172,30801,30660,30773,31349,31957,31952,31675,30934,30027,29119,27842,27489,27384,27475,27991,29235,31326,32209,32109,31761,31490,31093,30859,30761,30545,30420,30564,31008,31471,31400,31039
2025-11-07,2025-11-07 06:00:00+00:00,27390,26996,26814,26803,27243,28318,29986,30896,31064,31145,31259,31357,31482,31697,31768,31703,31695,31818,31678,31089,30551,29855,28998,28124,27250,26849,26632,26598,26706,27193,27935,28504,29139,29581,29799,29880,29903,29921,29904,29919,30125,30581,30746,30434,29975,29409,28705,27961,27408,27176,27111,27177,27450,28017,28841,29540,30444,31189,31550,31688,31760,31676,31509,31495,31832,32811,33517,33737,33590,33062,32118,31180,30881,30765,30861,31184,32002,33638,35979,37092,37007,36611,36085,35372,34679,34053,33376,32967,33108,34013,34821,34947,34774,33976,32928,31966,31318,30912,30719,30745,31108,32088,33723,34338,34060,33450,32764,32007,31443,31017,30650,30453,30589,31242,31753,31738,31532,30803,29911,29078,28531,28255,28171,28297,28832,30131,32220,33076,32925,32561,32230,31792,31560,31475,31299,31161,31280,31760,32217,32077,31739,30934,29805,28753,27421,27077,26903,27008,27486,28767,30814,31697,31628,31402,31153,30824,30733,30731,30616,30473,30550,31016,31441,31223
2025-11-08,2025-11-08 06:00:00+00:00,27446,27046,26849,26755,26926,27439,28231,28834,29433,29898,30096,30215,30264,30236,30202,30241,30378,30770,30902,30701,30302,29719,28964,28240,27566,27333,27258,27330,27657,28166,29003,29683,30526,31171,31403,31445,31467,31357,31203,31245,31562,32556,33202,33441,33364,32896,31975,31033,30674,30576,30638,30993,31802,33443,35725,36864,36798,36420,35902,35229,34581,34024,33373,33032,33160,34016,34749,34857,34604,33789,32746,31797,31075,30649,30459,30401,30719,31611,33081,33676,33459,33011,32449,31847,31422,31097,30776,30642,30765,31362,31842,31812,31503,30753,29841,29082,28510,28271,28220,28298,28827,30167,32290,33177,33094,32808,32473,32132,31965,31863,31642,31559,31664,32135,32555,32421,32004,31160,29993,28972,28266,27954,27788,27885,28394,29671,31764,32659,32596,32351,32095,31770,31730,31682,31550,31466,31531,31985,32333,32143,31644,30773,29525,28490,26961,26605,26421,26440,26837,27971,29874,30782,30781,30805,30801,30696,30792,30898,30964,30917,30879,31043,30940,30412
2025-11-09,2025-11-09 06:00:00+00:00,27829,27588,27474,27571,27842,28393,29196,29954,30733,31362,31584,31754,31793,31666,31510,31541,31918,32876,33534,33725,33582,33052,32156,31170,30753,30618,30688,31089,31949,33600,35902,37119,37012,36606,36120,35582,34937,34340,33684,33313,33444,34296,35057,35091,34867,34016,33002,32080,31470,31092,30891,30804,31166,32068,33580,34156,33865,33312,32705,32079,31626,31231,30834,30653,30762,31392,31893,31861,31574,30806,29912,29158,28770,28541,28480,28552,29101,30399,32482,33375,33272,32953,32557,32178,31983,31918,31704,31591,31637,32081,32520,32384,31991,31181,29993,28918,28436,28076,27845,27966,28479,29700,31723,32632,32556,32335,32019,31728,31671,31739,31654,31572,31610,32008,32336,32086,31586,30694,29456,28348,27800,27392,27083,27152,27550,28584,30436,31360,31518,31563,31577,31560,31721,31939,32028,31994,31909,32084,32032,31374,30758,29945,28901,27932,26654,26062,25608,25492,25552,25934,26665,27265,27983,28615,28946,29225,29555,29802,29963,30107,30195,30417,30475,29908
2025-11-10,2025-11-10 06:00:00+00:00,31717,31599,31716,32060,32942,34526,36964,38005,37834,37369,36779,36085,35390,34797,34140,33736,33953,34922,35624,35671,35467,34690,33621,32618,31728,31257,31025,30920,31292,32289,34019,34715,34471,33914,33267,32630,32183,31846,31436,31243,31432,32131,32584,32381,32080,31285,30262,29342,28790,28495,28430,28477,29053,30374,32447,33407,33305,32931,32566,32190,31957,31884,31660,31516,31650,32169,32560,32346,31967,31184,30019,28958,28398,28026,27831,27871,28359,29501,31515,32472,32438,32207,32038,31830,31792,31859,31795,31734,31881,32316,32504,32167,31683,30844,29604,28501,27815,27369,27123,27089,27486,28497,30334,31315,31529,31636,31799,31818,32032,32281,32416,32415,32477,32685,32452,31642,31007,30263,29219,28261,27576,27006,26625,26431,26543,26912,27674,28318,29030,29641,30036,30273,30419,30532,30510,30448,30589,30982,30997,30423,29922,29312,28397,27629,26338,25901,25629,25541,25638,25966,26622,27188,27809,28293,28538,28726,28865,28920,28876,28933,29197,29830,30113,30124,29804
2025-11-11,2025-11-11 06:00:00+00:00,32081,31664,31409,31331,31680,32715,34467,34939,34335,33688,33030,32418,31960,31622,31296,31258,31584,32311,32808,32665,32344,31544,30631,29847,29239,28981,28920,28960,29560,30912,33112,34028,33710,33213,32797,32365,32074,31935,31675,31577,31788,32362,32725,32339,31947,31128,29975,29117,28453,28112,27946,28004,28428,29590,31590,32542,32429,32130,31930,31728,31708,31766,31687,31699,31889,32292,32398,32043,31570,30741,29533,28547,27796,27379,27162,27121,27427,28506,30343,31338,31422,31482,31660,31711,31869,32076,32220,32229,32302,32522,32277,31482,30865,30098,29094,28244,27563,26996,26598,26391,26451,26815,27633,28274,28986,29593,30011,30380,30637,30810,30894,30976,31185,31520,31482,30839,30226,29493,28582,27816,27173,26701,26380,26273,26419,26728,27372,27980,28644,29151,29407,29593,29704,29696,29688,29818,30185,30840,31092,30907,30536,29885,28889,27989,26982,26597,26431,26550,26987,28203,30169,31343,31578,31649,31618,31490,31348,31236,31004,30798,30979,31503,31785,31601,31219
2025-11-12,2025-11-12 06:00:00+00:00,29289,29055,29063,29146,29780,31218,33518,34455,34050,33443,33002,32501,32102,31860,31616,31455,31635,32247,32679,32428,32181,31374,30269,29380,28732,28328,28157,28177,28634,29853,31965,32772,32551,32192,31981,31687,31544,31523,31485,31496,31700,32180,32401,31967,31545,30674,29539,28653,27969,27490,27271,27218,27556,28605,30439,31319,31389,31383,31518,31586,31712,31893,32034,32101,32212,32416,32196,31419,30801,30021,29095,28223,27610,27036,26667,26467,26533,26909,27621,28207,28846,29429,29927,30331,30658,30943,31161,31305,31524,31811,31631,30948,30310,29548,28695,27868,27202,26757,26437,26279,26368,26684,27303,27791,28396,28847,29135,29348,29546,29674,29807,30016,30399,31054,31215,30914,30481,29753,28806,27819,27551,27152,26956,27011,27393,28446,30330,31449,31769,31913,32036,32091,32078,32163,32111,32039,32265,32727,32855,32492,31949,31089,29941,28844,27471,27073,26847,26851,27216,28275,30168,31136,31297,31279,31334,31306,31266,31262,31136,31120,31294,31795,31994,31672,31217
2025-11-13,2025-11-13 06:00:00+00:00,28436,28148,28072,28118,28556,29695,31526,32376,32257,31931,31664,31421,31411,31502,31501,31579,31857,32339,32423,31980,31428,30604,29482,28491,27702,27326,27194,27174,27551,28588,30248,31114,31195,31165,31261,31300,31476,31716,31885,32033,32140,32311,32071,31281,30579,29817,28930,28020,27402,26920,26624,26443,26552,26926,27602,28201,28816,29359,29794,30101,30375,30667,30876,31036,31241,31594,31474,30769,30064,29356,28504,27736,27083,26629,26378,26301,26462,26828,27429,27934,28476,28835,28974,29103,29285,29465,29598,29879,30282,30945,31139,30750,30201,29493,28540,27603,27361,26991,26860,26889,27280,28284,30082,31199,31446,31634,31768,31865,32028,32227,32272,32297,32529,32957,32959,32445,31768,30830,29673,28596,27921,27538,27357,27325,27679,28681,30512,31515,31772,31796,31864,31895,31995,32093,32017,32009,32152,32624,32769,32344,31750,30916,29812,28730,27386,27009,26842,26815,27195,28229,30074,31089,31233,31287,31319,31232,31114,31090,30935,30843,31042,31646,31918,31579,31101
2025-11-14,2025-11-14 06:00:00+00:00,27923,27540,27423,27419,27794,28818,30567,31446,31483,31346,31470,31560,31785,32068,32288,32450,32513,32676,32396,31666,30947,30153,29199,28280,27422,26902,26615,26460,26527,26903,27647,28226,28856,29419,29901,30331,30695,31027,31255,31427,31607,31822,31656,30905,30174,29396,28521,27730,27019,26571,26302,26205,26262,26612,27295,27807,28323,28698,28931,29177,29470,29724,29931,30200,30608,31226,31360,30989,30398,29624,28626,27679,27380,26977,26840,26929,27323,28370,30254,31329,31584,31695,31900,32107,32349,32642,32787,32868,33012,33415,33410,32863,32096,31122,29871,28778,28044,27605,27429,27440,27842,28853,30701,31679,31820,31819,31971,32037,32148,32310,32336,32355,32520,32947,33096,32604,31944,31059,29834,28759,27951,27576,27399,27406,27739,28745,30647,31609,31761,31840,31956,31948,31941,31959,31813,31784,31941,32459,32651,32311,31712,30894,29758,28762,27287,26881,26726,26706,27107,28152,30080,31109,31213,31263,31361,31312,31196,31091,30926,30833,31039,31627,31890,31611,31182
2025-11-15,2025-11-15 06:00:00+00:00,27659,27094,26726,26511,26547,26943,27613,28193,28846,29481,30051,30567,31033,31411,31804,31960,32112,32225,31898,31194,30437,29644,28738,27820,27045,26589,26305,26202,26239,26499,27151,27681,28234,28726,28997,29284,29598,29847,30046,30299,30651,31249,31337,30998,30448,29740,28669,27639,27321,26875,26693,26717,27113,28167,30050,31213,31415,31563,31789,31991,32252,32578,32687,32771,32971,33366,33354,32873,32181,31177,29919,28681,27939,27439,27194,27132,27497,28549,30357,31360,31540,31608,31852,32049,32291,32599,32674,32720,32830,33154,33156,32638,31955,31034,29806,28667,27964,27481,27283,27260,27620,28620,30530,31477,31706,31835,31939,32003,32099,32225,32208,32265,32419,32788,32915,32461,31844,30974,29782,28619,27819,27324,27116,27023,27333,28343,30131,31179,31457,31641,31845,31872,31845,31770,31582,31547,31661,32023,32229,31950,31531,30772,29691,28631,27186,26825,26689,26716,27178,28226,30062,31156,31283,31408,31533,31464,31289,31087,30758,30609,30718,31167,31299,31009
2025-11-16,2025-11-16 06:00:00+00:00,27314,26806,26448,26348,26432,26761,27379,27808,28453,28903,29179,29442,29760,30042,30265,30490,30864,31450,31589,31316,30796,30042,28961,27924,27446,26981,26782,26836,27228,28351,30164,31346,31569,31722,31928,32042,32243,32531,32633,32719,32957,33320,33380,32942,32269,31315,30080,28863,28093,27568,27285,27221,27560,28582,30351,31416,31680,31871,32156,32338,32538,32813,32844,32793,32894,33192,33210,32710,32061,31156,29973,28830,28078,27600,27330,27332,27701,28719,30633,31626,31867,32021,32120,32129,32201,32305,32299,32317,32477,32893,32990,32605,32031,31207,30034,28867,28038,27538,27265,27226,27510,28460,30278,31382,31687,31867,32088,32107,32080,32063,31876,31811,31920,32349,32498,32190,31754,30984,29895,28849,28125,27712,27535,27552,27971,29099,30898,31991,32198,32309,32425,32323,32138,31969,31710,31533,31671,32181,32294,32006,31637,31109,30333,29482,28058,27677,27509,27486,27729,28315,29208,29868,30363,30462,30339,30025,29654,29311,29034,28946,29195,29834,30212,30180,29960
2025-11-17,2025-11-17 06:00:00+00:00,27634,27178,26942,26954,27370,28478,30397,31528,31759,31891,32098,32239,32484,32854,32998,33097,33288,33706,33697,33204,32509,31488,30216,29020,28148,27649,27371,27315,27704,28766,30549,31578,31816,32000,32194,32286,32429,32622,32643,32662,32664,32996,33037,32617,32010,31114,29922,28846,28119,27675,27410,27398,27800,28858,30713,31718,31883,31933,31982,31951,32054,32186,32195,32314,32482,32917,33031,32651,32059,31191,29983,28872,28063,27567,27280,27228,27564,28606,30399,31474,31771,31962,32144,32140,32169,32190,32062,31991,32109,32449,32543,32268,31737,30963,29900,28849,27988,27532,27268,27226,27629,28656,30472,31606,31871,32060,32217,32165,32065,32003,31785,31642,31704,32099,32124,31740,31364,30784,29974,29071,28347,27897,27651,27602,27806,28360,29213,29912,30432,30699,30720,30532,30254,29966,29727,29657,29916,30574,30898,30794,30544,30109,29447,28667,27439,27035,26824,26786,26972,27445,28142,28703,29170,29293,29192,29061,28963,28819,28677,28706,29098,29945,30377,30383
2025-11-18,2025-11-18 06:00:00+00:00,28075,27578,27316,27274,27671,28708,30550,31438,31761,31892,32075,32158,32293,32554,32604,32613,32664,33030,33064,32568,31989,31109,29931,28849,28084,27643,27431,27463,27938,29052,30951,31889,32048,31863,31896,31814,31910,32106,32130,32243,32401,32813,32925,32481,31912,31022,29793,28764,28003,27482,27237,27212,27571,28530,30419,31479,31803,31932,32093,32075,32085,32069,31882,31819,31943,32358,32503,32229,31773,31015,29933,28925,28045,27572,27336,27315,27775,28830,30642,31719,32032,32117,32264,32203,32128,32065,31834,31686,31735,32094,32118,31729,31308,30672,29877,29006,28185,27733,27488,27393,27579,28137,28909,29623,30087,30321,30332,30144,29992,29730,29574,29532,29806,30367,30681,30529,30285,29879,29195,28403,27733,27355,27130,27061,27221,27655,28404,28934,29424,29571,29527,29468,29423,29316,29225,29290,29636,30497,30885,30762,30571,30038,29084,28197,27025,26586,26438,26535,27119,28296,30227,31399,31550,31478,31431,31262,31100,31006,30766,30670,30861,31446,31766,31522,31153
2025-11-19,2025-11-19 06:00:00+00:00,27971,27581,27365,27415,27832,28997,30982,32045,32177,32102,32125,32115,32182,32352,32344,32500,32560,32990,33043,32666,32132,31263,30051,28965,28080,27560,27269,27266,27608,28742,30587,31681,31957,32116,32271,32256,32284,32317,32198,32105,32134,32519,32648,32321,31869,31122,30012,28948,28112,27592,27336,27300,27662,28644,30442,31546,31882,32113,32292,32232,32201,32192,32005,31855,31870,32121,32023,31566,31151,30563,29719,28856,27828,27313,27056,26970,27067,27530,28306,28931,29477,29849,30013,29992,29902,29791,29651,29649,29842,30374,30624,30401,30092,29605,28874,28062,27469,27012,26769,26662,26796,27182,27893,28457,28988,29241,29277,29293,29360,29361,29320,29389,29684,30471,30798,30652,30366,29780,28800,27890,27617,27198,27030,27119,27593,28787,30732,31909,32085,32112,32155,32029,31926,31846,31655,31588,31709,32250,32518,32281,31909,31178,30060,28930,27514,27073,26918,26929,27390,28527,30470,31545,31674,31672,31648,31480,31359,31264,31056,30973,31110,31717,32037,31825
